,annotation,plate.barcode,subannotation,tissue,annotation_subannotation
C7.MAA000926.3_9_M.1.1,pericytes,MAA000926,,Brain_FACS_neurons,pericytes
D10.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
E13.MAA000926.3_9_M.1.1,pericytes,MAA000926,,Brain_FACS_neurons,pericytes
G3.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H13.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
K9.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
L17.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
N1.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
P9.MAA000926.3_9_M.1.1,opcs,MAA000926,,Brain_FACS_neurons,opcs
L18.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
C8.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
D11.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
E14.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
G4.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H14.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
J4.MAA000926.3_9_M.1.1,pericytes,MAA000926,,Brain_FACS_neurons,pericytes
K12.MAA000926.3_9_M.1.1,neurons,MAA000926,undetermined,Brain_FACS_neurons,neurons: undetermined
L19.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
O6.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
P10.MAA000926.3_9_M.1.1,opcs,MAA000926,,Brain_FACS_neurons,opcs
B5.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
D12.MAA000926.3_9_M.1.1,neurons,MAA000926,inhibitory,Brain_FACS_neurons,neurons: inhibitory
E18.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
G6.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H16.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
J5.MAA000926.3_9_M.1.1,neurons,MAA000926,excitatory,Brain_FACS_neurons,neurons: excitatory
K13.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
L20.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
O8.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
P13.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
B6.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
C9.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
G7.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H18.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
J7.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
K14.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
L22.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
N5.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
O9.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
P14.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
C10.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
D13.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
E19.MAA000926.3_9_M.1.1,neurons,MAA000926,excitatory,Brain_FACS_neurons,neurons: excitatory
M1.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
N6.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
P15.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
B8.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
B9.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
C12.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
C11.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
D14.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
E21.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
G9.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H19.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
J8.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
K15.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
D15.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
P16.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
C13.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
D16.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
F2.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
F1.MAA000926.3_9_M.1.1,neurons,MAA000926,inhibitory,Brain_FACS_neurons,neurons: inhibitory
G12.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H22.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
J11.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
G11.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
H20.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
J9.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
K16.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
N7.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
K17.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
B11.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
C14.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
D17.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
F3.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
G13.MAA000926.3_9_M.1.1,neurons,MAA000926,inhibitory,Brain_FACS_neurons,neurons: inhibitory
I1.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
J13.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
K19.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
M4.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
M5.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
N9.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
O14.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
N8.MAA000926.3_9_M.1.1,neurons,MAA000926,excitatory,Brain_FACS_neurons,neurons: excitatory
O12.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
P17.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
B12.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
C15.MAA000926.3_9_M.1.1,pericytes,MAA000926,,Brain_FACS_neurons,pericytes
D18.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
P18.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
M6.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
N10.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
O15.MAA000926.3_9_M.1.1,astrocytes,MAA000926,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
P19.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
G15.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
I2.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
J14.MAA000926.3_9_M.1.1,endothelial,MAA000926,vascular,Brain_FACS_neurons,endothelial: vascular
K20.MAA000926.3_9_M.1.1,oligodendrocytes,MAA000926,,Brain_FACS_neurons,oligodendrocytes
N6.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
P19.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
N8.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
G4.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
N12.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
K11.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
N14.MAA000928.3_9_M.1.1,neurons,MAA000928,excitatory,Brain_FACS_neurons,neurons: excitatory
N15.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
K15.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
N18.MAA000928.3_9_M.1.1,endothelial,MAA000928,vascular_smooth_muscle_cells,Brain_FACS_neurons,endothelial: vascular_smooth_muscle_cells
G18.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
G20.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
D3.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
H19.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
A3.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
H20.MAA000928.3_9_M.1.1,neurons,MAA000928,excitatory,Brain_FACS_neurons,neurons: excitatory
D8.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
O16.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
A5.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
D9.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
I15.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
L18.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
P6.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
E5.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
M7.MAA000928.3_9_M.1.1,oligodendrocytes,MAA000928,,Brain_FACS_neurons,oligodendrocytes
N4.MAA000928.3_9_M.1.1,unknown,MAA000928,,Brain_FACS_neurons,unknown
P18.MAA000928.3_9_M.1.1,astrocytes,MAA000928,bergmann_glia,Brain_FACS_neurons,astrocytes: bergmann_glia
D14.MAA000930.3_8_M.1.1,endothelial,MAA000930,vascular,Brain_FACS_neurons,endothelial: vascular
J5.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
M21.MAA000930.3_8_M.1.1,opcs,MAA000930,,Brain_FACS_neurons,opcs
A19.MAA000930.3_8_M.1.1,astrocytes,MAA000930,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
D20.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
J6.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
M22.MAA000930.3_8_M.1.1,endothelial,MAA000930,vascular,Brain_FACS_neurons,endothelial: vascular
A21.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,myelinating_oligodendrocytes,Brain_FACS_neurons,oligodendrocytes: myelinating_oligodendrocytes
D21.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
J8.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
N1.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
B1.MAA000930.3_8_M.1.1,unknown,MAA000930,,Brain_FACS_neurons,unknown
D22.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
J10.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
N5.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
N11.MAA000930.3_8_M.1.1,oligodendrocytes,MAA000930,,Brain_FACS_neurons,oligodendrocytes
B2.MAA000930.3_8_M.1.1,astrocytes,MAA000930,cerebral_astrocytes,Brain_FACS_neurons,astrocytes: cerebral_astrocytes
